"name","title_ca","title_es","title_en","complementary description","field_definition","openness_score","license_title","date_published","organization_parent_name_ca","organization_name_ca","package_count","frequency","geolocation","token_required","historical","api","total_views","recent_views","total_downloads_by_ip","total_downloads_absolute","total_api_access_by_api","total_api_access_absolute","tags_list","fuente","url_tornada_ca","url_tornada_es","url_tornada_en","notes_ca","notes_es","notes_en","url_busqueda_ca","url_busqueda_es","url_busqueda_en","qpj","prj","application/x-7z-compressed","qml","txt","7z","xml","bdf","qgz","zip","wms","kml","geojson","json","wmts","dwg","ics","tif","csv","kmz","xlsx","rdf-linked","sbx","dgn","dat","dbase","gpkg","sbn","shp","application/vnd.ms-pki.seccat","rds","shx","html","cpg","rdf","xls","long_format","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"est-eleccions-europees-seccio-censal","Resultats absoluts de les eleccions al Parlament Europeu de la ciutat de Barcelona","Resultados absolutos de las elecciones al Parlamento Europeo de la ciudad de Barcelona","Absolute results of the European Parliament elections of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2013-03-14","Administració","Sector públic","74","PETICIO_NEGOCI","No","No","Yes","Yes","386","6","2067","35777","50","86"," Absoluts Any 2009 Any 2014 Any 2019 Barri Barris Barcelona Eleccions europees Seccions censals","Ministerio del Interior","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_temes/Eleccions/Eleccions_parlament_europeu/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_temes/Eleccions/Eleccions_parlament_europeu/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_temes/Eleccions/Eleccions_parlament_europeu/index.htm","Resultats absoluts de les eleccions al Parlament Europeu de la ciutat de Barcelona","Resultados absolutos de las elecciones al Parlamento Europeo de la ciudad de Barcelona","Absolute results of the European Parliament elections of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-eleccions-europees-seccio-censal","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-eleccions-europees-seccio-censal","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-eleccions-europees-seccio-censal","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","S","N","N","N","N","S","N","N"
"est-eleccions-generals-seccio-censal","Resultats absoluts de les Eleccions Generals de la ciutat de Barcelona","Resultados absolutos de las Elecciones Generales de la ciudad de Barcelona","Absolute results of the General Elections of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-05-02","Administració","Sector públic","74","PETICIO_NEGOCI","No","No","Yes","Yes","904","9","1744","26013","31","36"," Any 2011 Any 2015 Any 2016 Any 2019 Barris Barcelona Districtes Eleccions generals Electors Opció vot Partits polítics Seccions censals Votants","Ministerio del interior","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_temes/Eleccions/Eleccions_generals/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_temes/Eleccions/Eleccions_generals/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_temes/Eleccions/Eleccions_generals/index.htm","Resultats absoluts de les Eleccions Generals de la ciutat de Barcelona","Resultados absolutos de las Elecciones Generales de la ciudad de Barcelona","Absolute results of the General Elections of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-eleccions-generals-seccio-censal","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-eleccions-generals-seccio-censal","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-eleccions-generals-seccio-censal","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","S","S","N","N","S","N","N"
"est-eleccions-locals-seccio-censal","Resultats absoluts de les eleccions locals de la ciutat de Barcelona","Resultados absolutos de las elecciones locales de la ciudad de Barcelona","Absolute results of the local elections of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2013-03-14","Administració","Sector públic","74","PETICIO_NEGOCI","No","No","Yes","Yes","733","7","1510","1998","37","44"," Absoluts Any 2011 Any 2015 Any 2019 Barri Barris Barcelona Eleccions locals Seccions censals","Ministerio del Interior","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_temes/Eleccions/Eleccions_locals/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_temes/Eleccions/Eleccions_locals/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_temes/Eleccions/Eleccions_locals/index.htm","Resultats absoluts de les eleccions locals de la ciutat de Barcelona","Resultados absolutos de las elecciones locales de la ciudad de Barcelona","Absolute results of the local elections of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-eleccions-locals-seccio-censal","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-eleccions-locals-seccio-censal","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-eleccions-locals-seccio-censal","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","S","N","N","N","S","N","N"
"est-ine-edat-any-a-any","Xifres oficials de població. Població de la ciutat de Barcelona segons edat i sexe  ","Cifras oficiales de población. Población de la ciudad de Barcelona según edad y sexo","Official population figures. Population of the city of Barcelona according to age and sex","S","S","3","Creative Commons Attribution 4.0","2013-03-14","Població","Demografia","84","ANUAL","No","No","Yes","Yes","2136","8","5585","6345","102","116"," Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Barris Barris Barcelona Edat Població Població femenina Població masculina Sexe Xifres oficials població","Institut Nacional d'Estadística (INE)","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","Xifres oficials de població. Població de la ciutat de Barcelona segons edat i sexe  ","Cifras oficiales de población. Población de la ciudad de Barcelona según edad y sexo","Official population figures. Population of the city of Barcelona according to age and sex","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-ine-edat-any-a-any","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-ine-edat-any-a-any","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-ine-edat-any-a-any","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","N","N"
"est-ine-lloc-naix-ccaa-prov","Xifres oficials de població. Població de la ciutat de Barcelona segons CCAA i províncies ","Cifras oficiales de población. Población de la ciudad de Barcelona según CCAA y provincias","Official population figures. Population of the city of Barcelona according to CCAA and provinces","S","S","3","Creative Commons Attribution 4.0","2013-03-14","Població","Demografia","84","ANUAL","No","No","Yes","Yes","915","3","3364","3571","70","79"," Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Barris Barris Barcelona CCAA Edat Població Població femenina Població masculina Províncies Sexe Xifres oficials població","Institut Nacional d'Estadística (INE)","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","Xifres oficials de població. Població de la ciutat de Barcelona segons CCAA (Comunitats autònomes) i províncies   ","Cifras oficiales de población. Población de la ciudad de Barcelona según CCAA ( Comunidades autónomas) y provincias","Official population figures. Population of the city of Barcelona according to CCAA (autonomous comunities) and provinces","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-ine-lloc-naix-ccaa-prov","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-ine-lloc-naix-ccaa-prov","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-ine-lloc-naix-ccaa-prov","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","N","N"
"est-ine-nacionalitat","Població oficial per nacionalitat i sexe de la ciutat de Barcelona","Población oficial por nacionalidad y sexo de la ciudad de Barcelona","Official population's nationality classified by genre of the city of Barcelona","N","S","3","Creative Commons Attribution 4.0","2013-03-14","Població","Demografia","84","ANUAL","No","No","Yes","Yes","1065","6","3110","3854","51","61"," Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Barris Barris Barcelona Nacionalitat Població Població femenina Població masculina Sexe","Institut Nacional d'Estadística (INE)","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","Les dades fan referència a la lectura del padró de la població resident a Barcelona a 1 de gener de cada any, aprovades per l'INE (Institut Nacional d'Estadística) i classificades per nacionalitat i per sexe.","Los datos hacen referencia a la lectura del padrón de la población residente en Barcelona a 1 de enero de cada año, aprobados por el INE (Instituto Nacional de Estadística) y clasificados por nacionalidad y por sexo .","The data refers to the readings of the living population of Barcelona on the first of January of every year, approved by the INE (Instituto Nacinal de Estadística) and classified by nationality and genre.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-ine-nacionalitat","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-ine-nacionalitat","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-ine-nacionalitat","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","N","N"
"est-ine-sexe","Xifres oficials de població . Població de la ciutat de Barcelona segons sexe ","Cifras oficiales de población. Población de la ciudad de Barcelona según sexo","Official population figures. Population of the city of Barcelona by sex","S","S","3","Creative Commons Attribution 4.0","2013-03-14","Població","Demografia","84","ANUAL","No","No","Yes","Yes","1212","6","2529","2771","60","70"," Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Barris Barris Barcelona Població Població femenina Població masculina Sexe Xifres oficials població","Institut Nacional d'Estadística (INE)","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Poblacio_i_demografia/Poblacio/Xifres_oficials_poblacio/index.htm","Xifres oficials de població . Població de la ciutat de Barcelona segons sexe   ","Cifras oficiales de población. Población de la ciudad de Barcelona según sexo","Official population figures. Population of the city of Barcelona by sex","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-ine-sexe","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-ine-sexe","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-ine-sexe","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","N","N"
"est-mercat-immobiliari-compravenda","Compravenda d'habitatges registrades de la ciutat de Barcelona","Compraventa de viviendas registradas de la ciudad de Barcelona","Purchase of registered properties of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-04-24","Territori","Habitatge","69","TRIMESTRAL","No","No","Yes","Yes","867","9","2357","2626","63","180"," Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Any 2020 Any 2021 Barris Barcelona Compravenda Contractes compravenda Mercat immobiliari","Colegio de Registradores de la Propiedad, Bienes Muebles y Mercantiles de España. Dades publicades al web del Departament de Territori i Sostenibilitat de la Generalitat de Catalunya.","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","Compravendes d'habitatges registrades a la ciutat de Barcelona.","Compraventas de viviendas registradas en la ciudad de Barcelona.","Purchase of registered properties of the city of Barcelona.","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-mercat-immobiliari-compravenda","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-mercat-immobiliari-compravenda","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-mercat-immobiliari-compravenda","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-mercat-immobiliari-compravenda-preu-total","Preu de compravenda d'habitatges registrades de la ciutat de Barcelona ","Precio de compraventa de viviendas registradas de la ciudad de Barcelona","Price of purchase of registered properties of the city of Barcelona ","S","S","3","Creative Commons Attribution 4.0","2019-04-24","Territori","Habitatge","69","TRIMESTRAL","No","No","Yes","Yes","1360","30","3971","4726","105","327"," Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Any 2020 Any 2021 Barris Barcelona Mercat immobiliari Preu construït Preu total","Colegio de Registradores de la Propiedad, Bienes Muebles y Mercantiles de España. Dades publicades al web del Departament de Territori i Sostenibilitat de la Generalitat de Catalunya.","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","Preu de compravenda d'habitatges registrades de la ciutat de Barcelona   ","Precio de compraventa de viviendas registradas de la ciudad de Barcelona","Price of purchase of registered properties of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-mercat-immobiliari-compravenda-preu-total","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-mercat-immobiliari-compravenda-preu-total","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-mercat-immobiliari-compravenda-preu-total","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-mercat-immobiliari-compravenda-sup","Compravenda d'habitatges registrades de la ciutat de Barcelona. Superfície mitjana","Compraventa de viviendas registradas de la ciudad de Barcelona. Superficie media","Purchase of registered properties of the city of Barcelona. Average surface","S","S","3","Creative Commons Attribution 4.0","2019-04-24","Territori","Habitatge","69","TRIMESTRAL","No","No","Yes","Yes","561","7","3447","3624","62","67"," Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Any 2020 Any 2021 Barris Barcelona Contractes compravenda Mercat immobiliari Superfície mitjana","Colegio de Registradores de la Propiedad, Bienes Muebles y Mercantiles de España. Dades publicades al web del Departament de Territori i Sostenibilitat de la Generalitat de Catalunya.","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Compravenda_habitatges/index.htm","Compravenda d'habitatges registrades de la ciutat de Barcelona. Superfície mitjana","Compraventa de viviendas registradas de la ciudad de Barcelona. Superficie media","Purchase of registered properties of the city of Barcelona. Average surface","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-mercat-immobiliari-compravenda-sup","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-mercat-immobiliari-compravenda-sup","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-mercat-immobiliari-compravenda-sup","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S"
"est-mercat-immobiliari-lloguer-mitja-mensual","Lloguer mitjà mensual (€/mes) i per superfície (€/m2 mes) de la ciutat de Barcelona","Alquiler mensual medio (€/ mes) y por superficie (€ / m2 por mes) de la ciudad de Barcelona","Average monthly rent (€ / month) and average rent per surface (€ / m2 per month) of the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2019-04-24","Territori","Habitatge","69","TRIMESTRAL","No","No","Yes","Yes","2450","19","3715","24350","286","7350"," Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Any 2020 Any 2021 Lloguer Mercat immobiliari","Secretaria d'habitatge i Millora Urbana a partir de les fiances de lloguer de l'INCASOL . Generalitat de Catalunya","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","Lloguer mitjà mensual (€/mes) i per superfície (€/m2 mes) de la ciutat de Barcelona  ","Alquiler mensual medio (€/ mes) y por superficie (€ / m2 por mes) de la ciudad de Barcelona","Average monthly rent (€/month) and per surface (€/m2 per month) of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-mercat-immobiliari-lloguer-mitja-mensual","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-mercat-immobiliari-lloguer-mitja-mensual","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-mercat-immobiliari-lloguer-mitja-mensual","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S"
"est-mercat-immobiliari-lloguer-nombre-contractes","Nombre de contractes de lloguer realitzats a la ciutat de Barcelona","Número de contratos de alquiler realizados en la ciudad de Barcelona","Number of rental agreements made in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2016-11-30","Territori","Habitatge","69","TRIMESTRAL","No","No","Yes","Yes","1129","5","2467","6326","87","362"," Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Any 2020 Any 2021 Contracte Contractes lloguer Lloguer Mercat immobiliari","Secretaria d'habitatge i Millora Urbana a partir de les fiances de lloguer de l'INCASOL . Generalitat de Catalunya","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","Nombre de contractes de lloguer realitzats a la ciutat de Barcelona","Número de contratos de alquiler realizados en la ciudad de Barcelona","Number of rental agreements made in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-mercat-immobiliari-lloguer-nombre-contractes","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-mercat-immobiliari-lloguer-nombre-contractes","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-mercat-immobiliari-lloguer-nombre-contractes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S"
"est-mercat-immobiliari-lloguer-superficie-mitjana","Superfície mitjana de l'habitatge llogat de la ciutat de Barcelona (m2 construits)","Superficie media de la vivienda alquilada de la ciudad de Barcelona (m2 construidos)","Average area of rented housing of the city of Barcelona (m2 constructed)","S","S","3","Creative Commons Attribution 4.0","2016-11-30","Territori","Habitatge","69","TRIMESTRAL","No","No","Yes","Yes","870","3","2261","2516","108","371"," Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Any 2020 Any 2021 Lloguer Mercat immobiliari Mitjana Superfície mitjana","Secretaria d'habitatge i Millora Urbana a partir de les fiances de lloguer de l'INCASOL . Generalitat de Catalunya","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_territori/Barris/Habitatge_i_mercat_immobiliari/Mercat_immobiliari/Habitatges_lloguer/index.htm","Superfície mitjana de l'habitatge llogat de la ciutat de Barcelona (m2 construits)","Superficie media de la vivienda alquilada de la ciudad de Barcelona (m2 construidos)","Average area of rented housing of the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-mercat-immobiliari-lloguer-superficie-mitjana","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-mercat-immobiliari-lloguer-superficie-mitjana","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-mercat-immobiliari-lloguer-superficie-mitjana","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S"
"est-noms-nadons","Naixements. Rànquing dels 25 noms de nadons més freqüents de la ciutat de Barcelona","Nacimientos. Ranking de los 25 nombres de bebés más frecuentes de la ciudad de Barcelona","Births. Ranking of the 25 most frequent baby names in the city of Barcelona","S","S","3","Creative Commons Attribution 4.0","2017-05-26","Població","Demografia","84","ANUAL","No","No","Yes","Yes","1672","11","778","1143","7647","71293"," Any 1996 Any 1997 Any 1998 Any 1999 Any 2000 Any 2001 Any 2002 Any 2003 Any 2004 Any 2005 Any 2006 Any 2007 Any 2008 Any 2009 Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Any 2019 Nadons Naixements Noms","Ajuntament de Barcelona. Departament d'Estadística i Difusió de Dades","https://ajuntament.barcelona.cat/estadistica/catala/Estadistiques_per_temes/Poblacio_i_demografia/Demografia/Naixements/index.htm","https://ajuntament.barcelona.cat/estadistica/castella/Estadistiques_per_temes/Poblacio_i_demografia/Demografia/Naixements/index.htm","https://ajuntament.barcelona.cat/estadistica/angles/Estadistiques_per_temes/Poblacio_i_demografia/Demografia/Naixements/index.htm","Naixements. Rànquing dels 25 noms de nadons més freqüents de la ciutat de Barcelona    ","Nacimientos. Ranking de los 25 nombres de bebés más frecuentes de la ciudad de Barcelona","Births. Ranking of the 25 most frequent baby names in the city of Barcelona","https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=est-noms-nadons","https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=est-noms-nadons","https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=est-noms-nadons","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","S","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","Yes","N","N","N","N","N","N","N","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","S","N","N"
