"Any","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Sexe","Edat any a any","Nombre"
2018,6,"Gràcia",30,"la Salut","Home","57 anys",61
2018,6,"Gràcia",31,"la Vila de Gràcia","Home","57 anys",251
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","57 anys",183
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","57 anys",160
2018,7,"Horta-Guinardó",34,"Can Baró","Home","57 anys",63
2018,7,"Horta-Guinardó",35,"el Guinardó","Home","57 anys",225
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","57 anys",59
2018,7,"Horta-Guinardó",37,"el Carmel","Home","57 anys",191
2018,7,"Horta-Guinardó",38,"la Teixonera","Home","57 anys",72
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","57 anys",41
2018,7,"Horta-Guinardó",40,"Montbau","Home","57 anys",33
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","57 anys",54
2018,7,"Horta-Guinardó",42,"la Clota","Home","57 anys",3
2018,7,"Horta-Guinardó",43,"Horta","Home","57 anys",163
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","57 anys",148
2018,8,"Nou Barris",45,"Porta","Home","57 anys",147
2018,8,"Nou Barris",46,"el Turó de la Peira","Home","57 anys",90
2018,8,"Nou Barris",47,"Can Peguera","Home","57 anys",14
2018,8,"Nou Barris",48,"la Guineueta","Home","57 anys",93
2018,8,"Nou Barris",49,"Canyelles","Home","57 anys",47
2018,8,"Nou Barris",50,"les Roquetes","Home","57 anys",100
2018,8,"Nou Barris",51,"Verdun","Home","57 anys",71
2018,8,"Nou Barris",52,"la Prosperitat","Home","57 anys",139
2018,8,"Nou Barris",53,"la Trinitat Nova","Home","57 anys",48
2018,8,"Nou Barris",54,"Torre Baró","Home","57 anys",9
2018,8,"Nou Barris",55,"Ciutat Meridiana","Home","57 anys",52
2018,8,"Nou Barris",56,"Vallbona","Home","57 anys",6
2018,9,"Sant Andreu",57,"la Trinitat Vella","Home","57 anys",55
2018,9,"Sant Andreu",58,"Baró de Viver","Home","57 anys",15
2018,9,"Sant Andreu",59,"el Bon Pastor","Home","57 anys",86
2018,9,"Sant Andreu",60,"Sant Andreu","Home","57 anys",359
2018,9,"Sant Andreu",61,"la Sagrera","Home","57 anys",184
2018,9,"Sant Andreu",62,"el Congrés i els Indians","Home","57 anys",102
2018,9,"Sant Andreu",63,"Navas","Home","57 anys",143
2018,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","57 anys",217
2018,10,"Sant Martí",65,"el Clot","Home","57 anys",184
2018,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","57 anys",70
2018,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","57 anys",72
2018,10,"Sant Martí",68,"el Poblenou","Home","57 anys",196
2018,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","57 anys",73
2018,10,"Sant Martí",70,"el Besòs i el Maresme","Home","57 anys",147
2018,10,"Sant Martí",71,"Provençals del Poblenou","Home","57 anys",149
2018,10,"Sant Martí",72,"Sant Martí de Provençals","Home","57 anys",163
2018,10,"Sant Martí",73,"la Verneda i la Pau","Home","57 anys",195
2018,1,"Ciutat Vella",1,"el Raval","Home","58 anys",221
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Home","58 anys",101
2018,1,"Ciutat Vella",3,"la Barceloneta","Home","58 anys",94
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","58 anys",111
2018,2,"Eixample",5,"el Fort Pienc","Home","58 anys",176
2018,2,"Eixample",6,"la Sagrada Família","Home","58 anys",318
2018,2,"Eixample",7,"la Dreta de l'Eixample","Home","58 anys",235
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","58 anys",246
2018,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","58 anys",316
2018,2,"Eixample",10,"Sant Antoni","Home","58 anys",202
2018,3,"Sants-Montjuïc",11,"el Poble Sec","Home","58 anys",212
2018,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","58 anys",10
2018,3,"Sants-Montjuïc",13,"la Marina de Port","Home","58 anys",199
2018,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","58 anys",50
2018,3,"Sants-Montjuïc",15,"Hostafrancs","Home","58 anys",88
2018,3,"Sants-Montjuïc",16,"la Bordeta","Home","58 anys",142
2018,3,"Sants-Montjuïc",17,"Sants - Badal","Home","58 anys",144
2018,3,"Sants-Montjuïc",18,"Sants","Home","58 anys",249
2018,4,"Les Corts",19,"les Corts","Home","58 anys",282
2018,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","58 anys",144
2018,4,"Les Corts",21,"Pedralbes","Home","58 anys",62
2018,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","58 anys",22
2018,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","58 anys",136
2018,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","58 anys",85
2018,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","58 anys",156
2018,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","58 anys",268
2018,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","58 anys",179
2018,6,"Gràcia",28,"Vallcarca i els Penitents","Home","58 anys",98
2018,6,"Gràcia",29,"el Coll","Home","58 anys",45
2018,6,"Gràcia",30,"la Salut","Home","58 anys",72
2018,6,"Gràcia",31,"la Vila de Gràcia","Home","58 anys",255
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","58 anys",198
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","58 anys",161
2018,7,"Horta-Guinardó",34,"Can Baró","Home","58 anys",63
2018,7,"Horta-Guinardó",35,"el Guinardó","Home","58 anys",233
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","58 anys",86
2018,7,"Horta-Guinardó",37,"el Carmel","Home","58 anys",162
2018,7,"Horta-Guinardó",38,"la Teixonera","Home","58 anys",73
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","58 anys",36
2018,7,"Horta-Guinardó",40,"Montbau","Home","58 anys",18
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","58 anys",39
2018,7,"Horta-Guinardó",42,"la Clota","Home","58 anys",5
2018,7,"Horta-Guinardó",43,"Horta","Home","58 anys",181
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","58 anys",166
2018,8,"Nou Barris",45,"Porta","Home","58 anys",136
2018,8,"Nou Barris",46,"el Turó de la Peira","Home","58 anys",106
2018,8,"Nou Barris",47,"Can Peguera","Home","58 anys",20
2018,8,"Nou Barris",48,"la Guineueta","Home","58 anys",80
2018,8,"Nou Barris",49,"Canyelles","Home","58 anys",41
2018,8,"Nou Barris",50,"les Roquetes","Home","58 anys",75
2018,8,"Nou Barris",51,"Verdun","Home","58 anys",57
2018,8,"Nou Barris",52,"la Prosperitat","Home","58 anys",142
2018,8,"Nou Barris",53,"la Trinitat Nova","Home","58 anys",43
2018,8,"Nou Barris",54,"Torre Baró","Home","58 anys",30
2018,8,"Nou Barris",55,"Ciutat Meridiana","Home","58 anys",43
2018,8,"Nou Barris",56,"Vallbona","Home","58 anys",8
2018,9,"Sant Andreu",57,"la Trinitat Vella","Home","58 anys",46
2018,9,"Sant Andreu",58,"Baró de Viver","Home","58 anys",15
2018,9,"Sant Andreu",59,"el Bon Pastor","Home","58 anys",73
2018,9,"Sant Andreu",60,"Sant Andreu","Home","58 anys",350
2018,9,"Sant Andreu",61,"la Sagrera","Home","58 anys",135
2018,9,"Sant Andreu",62,"el Congrés i els Indians","Home","58 anys",78
2018,9,"Sant Andreu",63,"Navas","Home","58 anys",138
2018,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Home","58 anys",208
2018,10,"Sant Martí",65,"el Clot","Home","58 anys",189
2018,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Home","58 anys",92
2018,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Home","58 anys",77
2018,10,"Sant Martí",68,"el Poblenou","Home","58 anys",191
2018,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Home","58 anys",61
2018,10,"Sant Martí",70,"el Besòs i el Maresme","Home","58 anys",152
2018,10,"Sant Martí",71,"Provençals del Poblenou","Home","58 anys",157
2018,10,"Sant Martí",72,"Sant Martí de Provençals","Home","58 anys",183
2018,10,"Sant Martí",73,"la Verneda i la Pau","Home","58 anys",164
2018,1,"Ciutat Vella",1,"el Raval","Home","59 anys",216
2018,1,"Ciutat Vella",2,"el Barri Gòtic","Home","59 anys",93
2018,1,"Ciutat Vella",3,"la Barceloneta","Home","59 anys",82
2018,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Home","59 anys",97
2018,2,"Eixample",5,"el Fort Pienc","Home","59 anys",193
2018,2,"Eixample",6,"la Sagrada Família","Home","59 anys",310
2018,2,"Eixample",7,"la Dreta de l'Eixample","Home","59 anys",241
2018,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Home","59 anys",274
2018,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Home","59 anys",348
2018,2,"Eixample",10,"Sant Antoni","Home","59 anys",212
2018,3,"Sants-Montjuïc",11,"el Poble Sec","Home","59 anys",208
2018,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Home","59 anys",9
2018,3,"Sants-Montjuïc",13,"la Marina de Port","Home","59 anys",195
2018,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Home","59 anys",48
2018,3,"Sants-Montjuïc",15,"Hostafrancs","Home","59 anys",98
2018,3,"Sants-Montjuïc",16,"la Bordeta","Home","59 anys",122
2018,3,"Sants-Montjuïc",17,"Sants - Badal","Home","59 anys",150
2018,3,"Sants-Montjuïc",18,"Sants","Home","59 anys",243
2018,4,"Les Corts",19,"les Corts","Home","59 anys",268
2018,4,"Les Corts",20,"la Maternitat i Sant Ramon","Home","59 anys",147
2018,4,"Les Corts",21,"Pedralbes","Home","59 anys",68
2018,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Home","59 anys",35
2018,5,"Sarrià-Sant Gervasi",23,"Sarrià","Home","59 anys",137
2018,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Home","59 anys",95
2018,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Home","59 anys",141
2018,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Home","59 anys",225
2018,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Home","59 anys",171
2018,6,"Gràcia",28,"Vallcarca i els Penitents","Home","59 anys",91
2018,6,"Gràcia",29,"el Coll","Home","59 anys",36
2018,6,"Gràcia",30,"la Salut","Home","59 anys",67
2018,6,"Gràcia",31,"la Vila de Gràcia","Home","59 anys",251
2018,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Home","59 anys",196
2018,7,"Horta-Guinardó",33,"el Baix Guinardó","Home","59 anys",142
2018,7,"Horta-Guinardó",34,"Can Baró","Home","59 anys",55
2018,7,"Horta-Guinardó",35,"el Guinardó","Home","59 anys",195
2018,7,"Horta-Guinardó",36,"la Font d'en Fargues","Home","59 anys",61
2018,7,"Horta-Guinardó",37,"el Carmel","Home","59 anys",172
2018,7,"Horta-Guinardó",38,"la Teixonera","Home","59 anys",61
2018,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Home","59 anys",38
2018,7,"Horta-Guinardó",40,"Montbau","Home","59 anys",21
2018,7,"Horta-Guinardó",41,"la Vall d'Hebron","Home","59 anys",35
2018,7,"Horta-Guinardó",42,"la Clota","Home","59 anys",1
2018,7,"Horta-Guinardó",43,"Horta","Home","59 anys",160
2018,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Home","59 anys",152
2018,8,"Nou Barris",45,"Porta","Home","59 anys",136
2018,8,"Nou Barris",46,"el Turó de la Peira","Home","59 anys",98
2018,8,"Nou Barris",47,"Can Peguera","Home","59 anys",19
2018,8,"Nou Barris",48,"la Guineueta","Home","59 anys",92
2018,8,"Nou Barris",49,"Canyelles","Home","59 anys",38
2018,8,"Nou Barris",50,"les Roquetes","Home","59 anys",70
